order_id,customer_id,order_date,status,region_code
1,384.0,2026-01-11 00:00:00,DELIVERED,APAC
2,172.0,2024-11-24 00:00:00,RETURNED,APAC
3,446.0,2026-05-05 00:00:00,DELIVERED,NA-EAST
4,113.0,2024-12-05 00:00:00,DELIVERED,APAC
5,444.0,2025-02-21 00:00:00,DELIVERED,EU-WEST
6,47.0,2025-09-25 00:00:00,DELIVERED,NA-EAST
7,,2025-12-03 00:00:00,DELIVERED,LATAM
8,559.0,2026-02-03 00:00:00,DELIVERED,LATAM
9,567.0,2025-10-25 00:00:00,CANCELLED,NA-WEST
10,88.0,2025-09-02 00:00:00,DELIVERED,LATAM
11,182.0,2025-06-08 00:00:00,SHIPPED,NA-WEST
12,298.0,2025-07-16 00:00:00,DELIVERED,EU-CENTRAL
13,241.0,2024-12-04 00:00:00,SHIPPED,APAC
14,503.0,2024-12-02 00:00:00,SHIPPED,APAC
15,447.0,2024-01-05 00:00:00,DELIVERED,EU-CENTRAL
16,499.0,2025-04-18 00:00:00,DELIVERED,NA-WEST
17,270.0,2026-04-26 00:00:00,DELIVERED,LATAM
18,553.0,2025-07-18 00:00:00,DELIVERED,NA-WEST
19,6.0,2025-06-06 00:00:00,DELIVERED,APAC
20,150.0,2024-06-12 00:00:00,DELIVERED,EU-WEST
21,134.0,2024-03-05 00:00:00,DELIVERED,EU-CENTRAL
22,281.0,2024-11-27 00:00:00,CANCELLED,EU-CENTRAL
23,80.0,2025-01-22 00:00:00,DELIVERED,EU-WEST
24,199.0,2025-03-26 00:00:00,SHIPPED,NA-WEST
25,117.0,2025-11-07 00:00:00,DELIVERED,EU-WEST
26,484.0,2025-02-24 00:00:00,DELIVERED,NA-WEST
27,114.0,2025-08-09 00:00:00,DELIVERED,EU-WEST
28,331.0,2026-04-21 00:00:00,DELIVERED,EU-WEST
29,187.0,2025-09-07 00:00:00,DELIVERED,APAC
30,55.0,2024-03-11 00:00:00,PLACED,APAC
31,380.0,2025-11-25 00:00:00,CANCELLED,LATAM
32,590.0,2024-12-24 00:00:00,PLACED,NA-WEST
33,419.0,2024-03-26 00:00:00,DELIVERED,NA-EAST
34,110.0,2025-12-05 00:00:00,SHIPPED,LATAM
35,294.0,2025-08-01 00:00:00,DELIVERED,EU-WEST
36,213.0,2025-07-26 00:00:00,DELIVERED,LATAM
37,347.0,2024-06-14 00:00:00,CANCELLED,APAC
38,587.0,2025-10-13 00:00:00,DELIVERED,APAC
39,534.0,2026-01-11 00:00:00,DELIVERED,APAC
40,405.0,2025-05-21 00:00:00,DELIVERED,NA-EAST
41,170.0,2025-09-21 00:00:00,DELIVERED,NA-WEST
42,531.0,2025-11-16 00:00:00,PLACED,LATAM
43,284.0,2027-03-14 00:00:00,SHIPPED,NA-WEST
44,207.0,2025-06-02 00:00:00,DELIVERED,NA-EAST
45,340.0,2026-02-27 00:00:00,DELIVERED,APAC
46,561.0,2025-12-18 00:00:00,DELIVERED,LATAM
47,484.0,2025-05-02 00:00:00,DELIVERED,LATAM
48,185.0,2024-07-23 00:00:00,SHIPPED,NA-WEST
49,505.0,2026-03-08 00:00:00,DELIVERED,APAC
50,589.0,2024-11-18 00:00:00,CANCELLED,EU-WEST
51,56.0,2025-02-11 00:00:00,DELIVERED,EU-WEST
52,,2026-03-05 00:00:00,DELIVERED,LATAM
53,266.0,2024-04-13 00:00:00,SHIPPED,EU-CENTRAL
54,430.0,2025-01-09 00:00:00,DELIVERED,EU-CENTRAL
55,235.0,2025-08-08 00:00:00,CANCELLED,LATAM
56,154.0,2025-01-25 00:00:00,DELIVERED,NA-EAST
57,95.0,2025-08-04 00:00:00,PLACED,EU-CENTRAL
58,464.0,2024-12-08 00:00:00,RETURNED,EU-CENTRAL
59,490.0,2025-11-26 00:00:00,DELIVERED,APAC
60,458.0,2025-11-20 00:00:00,CANCELLED,EU-WEST
61,346.0,2026-06-08 00:00:00,DELIVERED,APAC
62,206.0,2024-06-14 00:00:00,DELIVERED,APAC
63,14.0,2025-04-06 00:00:00,SHIPPED,NA-WEST
64,49.0,2024-03-22 00:00:00,PLACED,EU-WEST
65,87.0,2024-03-26 00:00:00,DELIVERED,EU-WEST
66,175.0,2025-10-03 00:00:00,PLACED,LATAM
67,553.0,2025-07-15 00:00:00,SHIPPED,APAC
68,92.0,2026-07-19 00:00:00,DELIVERED,EU-CENTRAL
69,428.0,2027-07-26 00:00:00,PLACED,EU-WEST
70,303.0,2026-03-26 00:00:00,CANCELLED,EU-WEST
71,246.0,2024-08-13 00:00:00,DELIVERED,APAC
72,187.0,2024-10-02 00:00:00,SHIPPED,NA-EAST
73,428.0,2024-11-24 00:00:00,PLACED,NA-EAST
74,387.0,2024-01-09 00:00:00,SHIPPED,EU-WEST
75,150.0,2024-02-02 00:00:00,PLACED,EU-WEST
76,523.0,2026-05-11 00:00:00,SHIPPED,LATAM
77,534.0,2024-07-22 00:00:00,DELIVERED,NA-WEST
78,563.0,2024-11-26 00:00:00,DELIVERED,EU-CENTRAL
79,,2024-11-28 00:00:00,SHIPPED,NA-WEST
80,48.0,2025-12-05 00:00:00,SHIPPED,EU-WEST
81,433.0,2024-03-02 00:00:00,DELIVERED,NA-WEST
82,367.0,2026-01-20 00:00:00,DELIVERED,EU-CENTRAL
83,267.0,2025-05-16 00:00:00,DELIVERED,EU-WEST
84,461.0,2025-07-21 00:00:00,DELIVERED,EU-CENTRAL
85,524.0,2025-06-02 00:00:00,DELIVERED,EU-CENTRAL
86,195.0,2025-11-05 00:00:00,DELIVERED,EU-WEST
87,45.0,2024-04-23 00:00:00,CANCELLED,NA-WEST
88,398.0,2024-04-11 00:00:00,DELIVERED,APAC
89,504.0,2024-03-13 00:00:00,RETURNED,NA-EAST
90,209.0,2025-06-25 00:00:00,PLACED,NA-WEST
91,179.0,2025-06-28 00:00:00,DELIVERED,NA-WEST
92,171.0,2025-12-20 00:00:00,DELIVERED,APAC
93,223.0,2025-09-06 00:00:00,DELIVERED,EU-CENTRAL
94,385.0,2025-09-15 00:00:00,DELIVERED,LATAM
95,202.0,2027-04-07 00:00:00,DELIVERED,APAC
96,283.0,2026-05-26 00:00:00,CANCELLED,APAC
97,503.0,2024-06-08 00:00:00,SHIPPED,EU-CENTRAL
98,231.0,2026-07-28 00:00:00,DELIVERED,NA-WEST
99,343.0,2025-08-13 00:00:00,DELIVERED,EU-WEST
100,26.0,2025-10-09 00:00:00,DELIVERED,APAC
101,404.0,2025-05-31 00:00:00,SHIPPED,EU-CENTRAL
102,321.0,2025-02-12 00:00:00,DELIVERED,NA-WEST
103,537.0,2024-07-19 00:00:00,SHIPPED,NA-EAST
104,434.0,2025-08-12 00:00:00,DELIVERED,NA-WEST
105,,2024-11-08 00:00:00,DELIVERED,EU-WEST
106,88.0,2025-01-17 00:00:00,SHIPPED,NA-EAST
107,313.0,2024-01-15 00:00:00,DELIVERED,NA-EAST
108,368.0,2025-07-13 00:00:00,DELIVERED,NA-WEST
109,132.0,2024-02-14 00:00:00,DELIVERED,APAC
110,272.0,2024-03-09 00:00:00,CANCELLED,NA-EAST
111,428.0,2025-12-27 00:00:00,PLACED,NA-WEST
112,313.0,2024-01-23 00:00:00,DELIVERED,EU-WEST
113,242.0,2025-12-01 00:00:00,RETURNED,APAC
114,141.0,2024-08-18 00:00:00,PLACED,EU-WEST
115,82.0,2025-12-03 00:00:00,DELIVERED,EU-CENTRAL
116,422.0,2026-03-30 00:00:00,CANCELLED,EU-WEST
117,122.0,2024-11-21 00:00:00,SHIPPED,NA-WEST
118,281.0,2024-11-06 00:00:00,SHIPPED,NA-WEST
119,138.0,2025-01-02 00:00:00,DELIVERED,APAC
120,302.0,2024-05-20 00:00:00,DELIVERED,NA-EAST
121,68.0,2025-11-18 00:00:00,SHIPPED,EU-WEST
122,282.0,2025-03-13 00:00:00,DELIVERED,EU-WEST
123,463.0,2025-12-22 00:00:00,DELIVERED,NA-EAST
124,34.0,2026-01-22 00:00:00,SHIPPED,EU-WEST
125,547.0,2025-04-17 00:00:00,DELIVERED,NA-WEST
126,560.0,2025-05-27 00:00:00,SHIPPED,EU-WEST
127,93.0,2025-12-30 00:00:00,DELIVERED,LATAM
128,333.0,2026-01-20 00:00:00,DELIVERED,NA-EAST
129,110.0,2024-06-12 00:00:00,CANCELLED,APAC
130,430.0,2024-05-28 00:00:00,DELIVERED,LATAM
131,13.0,2024-07-26 00:00:00,DELIVERED,EU-WEST
132,7.0,2025-05-02 00:00:00,SHIPPED,APAC
133,267.0,2024-07-31 00:00:00,PLACED,NA-EAST
134,113.0,2026-07-31 00:00:00,SHIPPED,EU-CENTRAL
135,42.0,2024-11-26 00:00:00,DELIVERED,APAC
136,538.0,2026-05-30 00:00:00,SHIPPED,NA-WEST
137,295.0,2025-12-06 00:00:00,DELIVERED,EU-CENTRAL
138,298.0,2026-04-07 00:00:00,RETURNED,NA-EAST
139,,2025-02-28 00:00:00,CANCELLED,NA-WEST
140,454.0,2026-03-20 00:00:00,DELIVERED,NA-EAST
141,363.0,2024-07-17 00:00:00,CANCELLED,NA-EAST
142,424.0,2026-07-06 00:00:00,RETURNED,NA-EAST
143,490.0,2024-11-19 00:00:00,DELIVERED,EU-CENTRAL
144,170.0,2024-12-13 00:00:00,DELIVERED,EU-WEST
145,21.0,2024-11-11 00:00:00,DELIVERED,NA-EAST
146,56.0,2024-11-05 00:00:00,DELIVERED,NA-EAST
147,368.0,2026-07-15 00:00:00,DELIVERED,APAC
148,288.0,2024-05-15 00:00:00,DELIVERED,APAC
149,106.0,2024-03-30 00:00:00,DELIVERED,LATAM
150,329.0,2026-02-15 00:00:00,SHIPPED,EU-CENTRAL
151,58.0,2024-04-30 00:00:00,PLACED,APAC
152,202.0,2025-07-16 00:00:00,DELIVERED,NA-WEST
153,34.0,2025-03-30 00:00:00,SHIPPED,NA-EAST
154,457.0,2026-07-01 00:00:00,DELIVERED,EU-CENTRAL
155,480.0,2025-08-04 00:00:00,PLACED,EU-CENTRAL
156,114.0,2025-09-23 00:00:00,DELIVERED,LATAM
157,360.0,2025-05-14 00:00:00,DELIVERED,NA-WEST
158,110.0,2025-06-04 00:00:00,DELIVERED,LATAM
159,562.0,2025-08-27 00:00:00,SHIPPED,EU-WEST
160,581.0,2025-08-28 00:00:00,DELIVERED,APAC
161,329.0,2025-04-19 00:00:00,SHIPPED,EU-WEST
162,93.0,2024-12-01 00:00:00,SHIPPED,NA-WEST
163,400.0,2025-11-07 00:00:00,DELIVERED,EU-WEST
164,446.0,2025-11-26 00:00:00,DELIVERED,EU-CENTRAL
165,207.0,2025-06-06 00:00:00,PLACED,APAC
166,532.0,2025-01-02 00:00:00,SHIPPED,LATAM
167,178.0,2025-02-19 00:00:00,DELIVERED,NA-WEST
168,129.0,2025-03-03 00:00:00,SHIPPED,NA-EAST
169,87.0,2025-11-04 00:00:00,SHIPPED,EU-WEST
170,5.0,2025-01-28 00:00:00,DELIVERED,LATAM
171,536.0,2025-07-13 00:00:00,DELIVERED,LATAM
172,287.0,2024-03-22 00:00:00,DELIVERED,NA-EAST
173,594.0,2025-11-15 00:00:00,DELIVERED,NA-EAST
174,302.0,2024-12-05 00:00:00,DELIVERED,NA-EAST
175,,2025-08-15 00:00:00,CANCELLED,APAC
176,282.0,2024-10-11 00:00:00,CANCELLED,NA-EAST
177,180.0,2026-01-26 00:00:00,DELIVERED,LATAM
178,587.0,2024-02-03 00:00:00,DELIVERED,NA-WEST
179,172.0,2025-01-27 00:00:00,SHIPPED,LATAM
180,488.0,2024-04-28 00:00:00,DELIVERED,LATAM
181,,2025-11-30 00:00:00,DELIVERED,EU-WEST
182,43.0,2025-11-25 00:00:00,PLACED,APAC
183,53.0,2024-10-06 00:00:00,DELIVERED,APAC
184,114.0,2026-02-27 00:00:00,DELIVERED,NA-EAST
185,,2025-12-02 00:00:00,DELIVERED,NA-EAST
186,59.0,2025-11-03 00:00:00,DELIVERED,NA-EAST
187,556.0,2025-12-13 00:00:00,DELIVERED,EU-CENTRAL
188,555.0,2026-02-27 00:00:00,DELIVERED,NA-EAST
189,504.0,2026-04-12 00:00:00,RETURNED,NA-WEST
190,,2025-03-17 00:00:00,DELIVERED,NA-EAST
191,153.0,2026-03-06 00:00:00,DELIVERED,NA-EAST
192,516.0,2025-12-17 00:00:00,DELIVERED,EU-WEST
193,368.0,2025-07-07 00:00:00,SHIPPED,APAC
194,93.0,2025-02-14 00:00:00,DELIVERED,EU-CENTRAL
195,394.0,2025-10-25 00:00:00,DELIVERED,EU-CENTRAL
196,527.0,2026-01-22 00:00:00,DELIVERED,APAC
197,,2025-10-20 00:00:00,RETURNED,NA-EAST
198,536.0,2025-02-19 00:00:00,DELIVERED,LATAM
199,,2025-09-25 00:00:00,PLACED,LATAM
200,412.0,2025-03-12 00:00:00,DELIVERED,LATAM
201,112.0,2026-03-23 00:00:00,DELIVERED,NA-EAST
202,137.0,2025-03-25 00:00:00,PLACED,LATAM
203,48.0,2025-05-13 00:00:00,DELIVERED,APAC
204,536.0,2024-05-09 00:00:00,DELIVERED,NA-WEST
205,165.0,2024-11-04 00:00:00,SHIPPED,APAC
206,214.0,2025-07-06 00:00:00,DELIVERED,NA-WEST
207,542.0,2026-07-22 00:00:00,PLACED,EU-CENTRAL
208,551.0,2025-04-09 00:00:00,SHIPPED,NA-EAST
209,430.0,2026-01-08 00:00:00,SHIPPED,LATAM
210,205.0,2024-08-21 00:00:00,DELIVERED,NA-WEST
211,466.0,2025-03-22 00:00:00,SHIPPED,EU-CENTRAL
212,479.0,2024-10-03 00:00:00,PLACED,NA-WEST
213,161.0,2026-02-17 00:00:00,DELIVERED,LATAM
214,222.0,2024-03-29 00:00:00,DELIVERED,EU-WEST
215,228.0,2024-09-09 00:00:00,CANCELLED,APAC
216,53.0,2024-02-04 00:00:00,DELIVERED,NA-WEST
217,561.0,2024-05-15 00:00:00,PLACED,LATAM
218,476.0,2025-02-19 00:00:00,DELIVERED,NA-EAST
219,196.0,2024-12-06 00:00:00,DELIVERED,APAC
220,274.0,2024-12-09 00:00:00,CANCELLED,NA-EAST
221,69.0,2025-01-10 00:00:00,DELIVERED,NA-WEST
222,231.0,2025-12-20 00:00:00,DELIVERED,EU-CENTRAL
223,540.0,2025-01-16 00:00:00,CANCELLED,EU-WEST
224,41.0,2024-10-26 00:00:00,SHIPPED,EU-WEST
225,587.0,2024-03-19 00:00:00,DELIVERED,NA-WEST
226,262.0,2025-11-29 00:00:00,DELIVERED,LATAM
227,335.0,2025-10-22 00:00:00,DELIVERED,LATAM
228,314.0,2024-11-07 00:00:00,SHIPPED,EU-CENTRAL
229,339.0,2026-05-15 00:00:00,RETURNED,APAC
230,166.0,2025-12-10 00:00:00,SHIPPED,NA-EAST
231,36.0,2025-01-13 00:00:00,DELIVERED,EU-CENTRAL
232,415.0,2025-06-30 00:00:00,RETURNED,NA-WEST
233,486.0,2025-06-03 00:00:00,CANCELLED,APAC
234,363.0,2025-03-28 00:00:00,CANCELLED,NA-WEST
235,124.0,2025-04-01 00:00:00,DELIVERED,NA-WEST
236,402.0,2025-02-07 00:00:00,RETURNED,LATAM
237,262.0,2025-01-13 00:00:00,DELIVERED,EU-WEST
238,435.0,2024-10-22 00:00:00,DELIVERED,EU-WEST
239,538.0,2024-07-31 00:00:00,RETURNED,NA-EAST
240,425.0,2024-01-07 00:00:00,SHIPPED,EU-WEST
241,,2024-11-05 00:00:00,DELIVERED,NA-WEST
242,484.0,2024-09-25 00:00:00,SHIPPED,LATAM
243,198.0,2025-12-05 00:00:00,DELIVERED,NA-EAST
244,490.0,2025-12-11 00:00:00,PLACED,EU-CENTRAL
245,366.0,2024-11-23 00:00:00,SHIPPED,EU-CENTRAL
246,79.0,2024-02-19 00:00:00,DELIVERED,LATAM
247,209.0,2025-07-10 00:00:00,DELIVERED,LATAM
248,202.0,2026-04-23 00:00:00,DELIVERED,EU-WEST
249,123.0,2024-08-11 00:00:00,DELIVERED,APAC
250,340.0,2025-12-20 00:00:00,CANCELLED,NA-EAST
251,329.0,2024-11-15 00:00:00,CANCELLED,APAC
252,228.0,2024-11-07 00:00:00,SHIPPED,LATAM
253,368.0,2026-03-13 00:00:00,DELIVERED,NA-EAST
254,568.0,2025-11-06 00:00:00,CANCELLED,NA-EAST
255,,2026-03-12 00:00:00,SHIPPED,EU-CENTRAL
256,248.0,2024-12-22 00:00:00,DELIVERED,NA-EAST
257,5.0,2024-10-15 00:00:00,RETURNED,NA-EAST
258,451.0,2025-05-01 00:00:00,DELIVERED,NA-EAST
259,127.0,2025-02-21 00:00:00,DELIVERED,APAC
260,202.0,2024-03-25 00:00:00,DELIVERED,LATAM
261,439.0,2025-07-21 00:00:00,SHIPPED,NA-EAST
262,504.0,2025-01-11 00:00:00,DELIVERED,EU-WEST
263,105.0,2024-05-26 00:00:00,DELIVERED,NA-WEST
264,512.0,2025-02-17 00:00:00,DELIVERED,LATAM
265,415.0,2025-02-13 00:00:00,RETURNED,APAC
266,70.0,2024-05-17 00:00:00,DELIVERED,NA-EAST
267,79.0,2024-06-05 00:00:00,DELIVERED,APAC
268,556.0,2025-11-08 00:00:00,DELIVERED,APAC
269,,2024-05-01 00:00:00,DELIVERED,NA-EAST
270,319.0,2024-11-06 00:00:00,SHIPPED,LATAM
271,576.0,2025-12-02 00:00:00,CANCELLED,APAC
272,38.0,2024-12-27 00:00:00,PLACED,NA-EAST
273,350.0,2025-08-20 00:00:00,DELIVERED,EU-WEST
274,215.0,2025-11-08 00:00:00,DELIVERED,LATAM
275,432.0,2026-06-03 00:00:00,DELIVERED,LATAM
276,484.0,2024-11-20 00:00:00,PLACED,EU-WEST
277,373.0,2025-11-14 00:00:00,RETURNED,NA-WEST
278,484.0,2024-08-07 00:00:00,DELIVERED,NA-WEST
279,42.0,2025-08-15 00:00:00,DELIVERED,APAC
280,528.0,2024-11-16 00:00:00,DELIVERED,APAC
281,391.0,2025-12-21 00:00:00,SHIPPED,LATAM
282,308.0,2024-09-03 00:00:00,CANCELLED,EU-WEST
283,242.0,2025-10-23 00:00:00,DELIVERED,NA-EAST
284,,2025-03-22 00:00:00,SHIPPED,NA-WEST
285,498.0,2025-07-17 00:00:00,DELIVERED,NA-EAST
286,373.0,2026-06-06 00:00:00,DELIVERED,NA-EAST
287,124.0,2024-08-29 00:00:00,DELIVERED,APAC
288,321.0,2026-06-24 00:00:00,DELIVERED,APAC
289,149.0,2025-03-09 00:00:00,RETURNED,EU-WEST
290,325.0,2025-06-30 00:00:00,DELIVERED,EU-WEST
291,,2024-05-28 00:00:00,PLACED,APAC
292,125.0,2024-11-12 00:00:00,DELIVERED,NA-WEST
293,165.0,2026-07-28 00:00:00,DELIVERED,NA-WEST
294,504.0,2026-03-19 00:00:00,DELIVERED,EU-WEST
295,41.0,2026-04-24 00:00:00,DELIVERED,APAC
296,119.0,2025-12-12 00:00:00,DELIVERED,LATAM
297,179.0,2024-11-17 00:00:00,DELIVERED,LATAM
298,231.0,2026-01-22 00:00:00,DELIVERED,NA-WEST
299,343.0,2025-10-03 00:00:00,SHIPPED,LATAM
300,48.0,2025-09-24 00:00:00,RETURNED,NA-WEST
301,196.0,2025-05-21 00:00:00,RETURNED,EU-CENTRAL
302,202.0,2026-05-26 00:00:00,DELIVERED,NA-WEST
303,470.0,2026-07-18 00:00:00,PLACED,EU-WEST
304,315.0,2025-12-04 00:00:00,DELIVERED,EU-CENTRAL
305,47.0,2024-12-28 00:00:00,PLACED,APAC
306,43.0,2025-01-14 00:00:00,DELIVERED,EU-CENTRAL
307,427.0,2025-04-24 00:00:00,DELIVERED,EU-CENTRAL
308,319.0,2026-05-04 00:00:00,DELIVERED,EU-CENTRAL
309,386.0,2024-11-16 00:00:00,DELIVERED,NA-WEST
310,159.0,2025-03-26 00:00:00,SHIPPED,EU-WEST
311,575.0,2024-02-11 00:00:00,DELIVERED,EU-WEST
312,185.0,2024-12-23 00:00:00,CANCELLED,LATAM
313,5.0,2025-08-22 00:00:00,DELIVERED,APAC
314,59.0,2026-06-27 00:00:00,DELIVERED,APAC
315,492.0,2024-01-30 00:00:00,DELIVERED,EU-CENTRAL
316,583.0,2025-04-08 00:00:00,SHIPPED,NA-EAST
317,391.0,2026-01-31 00:00:00,PLACED,EU-CENTRAL
318,288.0,2024-04-01 00:00:00,DELIVERED,EU-CENTRAL
319,318.0,2024-11-01 00:00:00,CANCELLED,APAC
320,398.0,2025-06-08 00:00:00,DELIVERED,APAC
321,343.0,2024-04-05 00:00:00,DELIVERED,LATAM
322,490.0,2024-03-26 00:00:00,DELIVERED,NA-WEST
323,556.0,2025-03-13 00:00:00,CANCELLED,APAC
324,364.0,2025-11-07 00:00:00,DELIVERED,NA-EAST
325,208.0,2026-05-13 00:00:00,DELIVERED,LATAM
